id;first_name;last_name;class_id
1;Zuzanna;Walczak;2
2;Jadwiga;Krawczyk;3
3;Zofia;Wojciechowski;1
4;Filip;Nowakowski;2
5;Bartosz;Walczak;2
6;Robert;Król;2
7;Mikołaj;Lewandowski;1
8;Maria;Nowakowski;3
9;Grzegorz;Dąbrowski;3
10;Maja;Zając;3
11;Marta;Kowalczyk;1
12;Szymon;Kaczmarek;1
13;Elżbieta;Krawczyk;1
14;Marek;Pawłowski;3
15;Joanna;Michalski;3
16;Maria;Grabowski;1
17;Jacek;Pawłowski;3
18;Ewa;Zieliński;3
19;Michał;Wiśniewski;2
20;Maria;Jabłoński;2
21;Tadeusz;Zając;1
22;Grzegorz;Jankowski;1
23;Stanisław;Dudek;2
24;Marta;Malinowski;2
25;Beata;Lewandowski;2
26;Maja;Olszewski;2
27;Andrzej;Zając;2
28;Mariusz;Szymański;3
29;Oliwia;Zieliński;2
30;Natalia;Nowakowski;2
