id;first_name;last_name;class_id
1;Joanna;Kowalski;1
2;Kamil;Zając;3
3;Robert;Nowakowski;2
4;Marta;Jaworski;2
5;Elżbieta;Kamiński;3
6;Wiktoria;Kowalski;3
7;Amelia;Nowicki;3
8;Damian;Stępień;1
9;Józef;Kozłowski;2
10;Beata;Krawczyk;3
11;Patryk;Zieliński;1
12;Elżbieta;Kamiński;3
13;Damian;Zając;1
14;Dorota;Kaczmarek;3
15;Szymon;Wilk;2
16;Piotr;Piotrowski;3
17;Amelia;Wojciechowski;2
18;Irena;Nowakowski;2
19;Monika;Wieczorek;3
20;Dorota;Nowak;2
21;Oliwia;Jaworski;3
22;Stanisław;Adamczyk;2
23;Grzegorz;Olszewski;2
24;Teresa;Sikora;1
25;Zofia;Kaczmarek;3
26;Jerzy;Stępień;2
27;Laura;Jankowski;3
28;Beata;Nowak;3
29;Józef;Kaczmarek;3
30;Emilia;Grabowski;1
